Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawLeft,JawRight,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthLeft,MouthRight,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:00:01:05,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.440950,0.000000,0.005900,0.007875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053390,0.053390,0.077930,0.077930,0.041325,0.041050,0.000357,0.000000,0.093375,0.093375,0.056900,0.056900,0.000957,0.000957,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:06,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.422200,0.000000,0.005000,0.006383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056600,0.056600,0.082600,0.082600,0.046900,0.046600,0.000371,0.000000,0.106000,0.106000,0.052800,0.052800,0.000971,0.000971,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:07,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.239750,0.000000,0.004100,0.004892,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032600,0.032600,0.047700,0.047700,0.122550,0.122300,0.000386,0.000000,0.278000,0.278000,0.030100,0.030100,0.000986,0.000986,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002378,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:08,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057300,0.000000,0.003200,0.003400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008600,0.008600,0.012800,0.012800,0.198200,0.198000,0.000400,0.000000,0.450000,0.450000,0.007400,0.007400,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:09,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.226100,0.000000,0.003150,0.003347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042800,0.042800,0.062550,0.062550,0.125400,0.124000,0.002483,0.000000,0.281800,0.281800,0.024600,0.024600,0.002200,0.002200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:10,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.394900,0.000000,0.003100,0.003294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.077000,0.077000,0.112300,0.112300,0.052600,0.050000,0.004567,0.000000,0.113600,0.113600,0.041800,0.041800,0.003400,0.003400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:11,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.409900,0.000000,0.003050,0.003241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.086400,0.086400,0.125975,0.125975,0.042550,0.038750,0.006650,0.000000,0.088000,0.088000,0.041300,0.041300,0.004600,0.004600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002396,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:12,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.424900,0.000000,0.003000,0.003187,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.095800,0.095800,0.139650,0.139650,0.032500,0.027500,0.008733,0.000000,0.062400,0.062400,0.040800,0.040800,0.005800,0.005800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:13,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.442000,0.000000,0.002950,0.003134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.105200,0.105200,0.153325,0.153325,0.028750,0.022525,0.010817,0.000000,0.051125,0.051125,0.041350,0.041350,0.007000,0.007000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:14,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.459100,0.000000,0.002900,0.003081,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.114600,0.114600,0.167000,0.167000,0.025000,0.017550,0.012900,0.000000,0.039850,0.039850,0.041900,0.041900,0.008200,0.008200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:15,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.448100,0.000000,0.002850,0.003028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.109000,0.109000,0.158875,0.158875,0.023250,0.012575,0.018483,0.000000,0.028575,0.028575,0.042450,0.042450,0.011417,0.011417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:16,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.437100,0.000000,0.002800,0.002975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.103400,0.103400,0.150750,0.150750,0.021500,0.007600,0.024067,0.000000,0.017300,0.017300,0.043000,0.043000,0.014633,0.014633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:17,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.436150,0.000000,0.002750,0.002922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.097800,0.097800,0.142625,0.142625,0.023975,0.006840,0.029650,0.000000,0.015580,0.015580,0.048600,0.048600,0.017850,0.017850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:18,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.435200,0.000000,0.002700,0.002869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.092200,0.092200,0.134500,0.134500,0.026450,0.006080,0.035233,0.000000,0.013860,0.013860,0.054200,0.054200,0.021067,0.021067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.038850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:19,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.406150,0.000000,0.002650,0.002816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080050,0.080050,0.116800,0.116800,0.028925,0.005320,0.040817,0.000000,0.012140,0.012140,0.057200,0.057200,0.024283,0.024283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:20,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.377100,0.000000,0.002600,0.002763,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067900,0.067900,0.099100,0.099100,0.031400,0.004560,0.046400,0.000000,0.010420,0.010420,0.060200,0.060200,0.027500,0.027500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:21,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.380275,0.000000,0.002550,0.002709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067375,0.067375,0.098350,0.098350,0.044025,0.003800,0.069600,0.000000,0.008700,0.008700,0.057150,0.057150,0.040875,0.040875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.054967,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:22,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.383450,0.000000,0.002500,0.002656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066850,0.066850,0.097600,0.097600,0.056650,0.003040,0.092800,0.000000,0.006980,0.006980,0.054100,0.054100,0.054250,0.054250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:23,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.386625,0.000000,0.002450,0.002603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066325,0.066325,0.096850,0.096850,0.069275,0.002280,0.116000,0.000000,0.005260,0.005260,0.051050,0.051050,0.067625,0.067625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:24,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.389800,0.000000,0.002400,0.002550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065800,0.065800,0.096100,0.096100,0.081900,0.001520,0.139200,0.000000,0.003540,0.003540,0.048000,0.048000,0.081000,0.081000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:25,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.254000,0.000000,0.002350,0.002497,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037350,0.037350,0.054700,0.054700,0.175950,0.000760,0.303600,0.000000,0.001820,0.001820,0.027500,0.027500,0.175850,0.175850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:26,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.118200,0.000000,0.002300,0.002444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008900,0.008900,0.013300,0.013300,0.270000,0.000000,0.468000,0.000000,0.000100,0.000100,0.007000,0.007000,0.270700,0.270700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:27,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.262100,0.000000,0.002250,0.002391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.035250,0.035250,0.051650,0.051650,0.175250,0.000000,0.303700,0.000000,0.000098,0.000098,0.026250,0.026250,0.175900,0.175900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:28,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.406000,0.000000,0.002200,0.002338,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.061600,0.061600,0.090000,0.090000,0.080500,0.000000,0.139400,0.000000,0.000096,0.000096,0.045500,0.045500,0.081100,0.081100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:29,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.428450,0.000000,0.002150,0.002284,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.063410,0.063410,0.092630,0.092630,0.070333,0.000000,0.121783,0.000000,0.000093,0.000093,0.049075,0.049075,0.070933,0.070933,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:30,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.450900,0.000000,0.002100,0.002231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065220,0.065220,0.095260,0.095260,0.060167,0.000000,0.104167,0.000000,0.000091,0.000091,0.052650,0.052650,0.060767,0.060767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001187,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:31,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.473350,0.000000,0.002050,0.002178,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067030,0.067030,0.097890,0.097890,0.050000,0.000000,0.086550,0.000000,0.000089,0.000089,0.056225,0.056225,0.050600,0.050600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001159,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:32,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.495800,0.000000,0.002000,0.002125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.068840,0.068840,0.100520,0.100520,0.039833,0.000000,0.068933,0.000000,0.000087,0.000087,0.059800,0.059800,0.040433,0.040433,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:33,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.506050,0.000000,0.001950,0.002072,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.070650,0.070650,0.103150,0.103150,0.029667,0.000000,0.051317,0.000000,0.000085,0.000085,0.062200,0.062200,0.030267,0.030267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:34,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.516300,0.000000,0.001900,0.002019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072460,0.072460,0.105780,0.105780,0.019500,0.000000,0.033700,0.000000,0.000083,0.000083,0.064600,0.064600,0.020100,0.020100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:35,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.492850,0.000000,0.001850,0.001966,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074270,0.074270,0.108410,0.108410,0.017733,0.000000,0.030633,0.000000,0.000080,0.000080,0.061050,0.061050,0.018333,0.018333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001046,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:36,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.469400,0.000000,0.001800,0.001912,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.076080,0.076080,0.111040,0.111040,0.015967,0.000000,0.027567,0.000000,0.000078,0.000078,0.057500,0.057500,0.016567,0.016567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:37,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.465250,0.000000,0.001750,0.001859,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.077890,0.077890,0.113670,0.113670,0.014200,0.000000,0.024500,0.000000,0.000076,0.000076,0.061175,0.061175,0.014800,0.014800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000989,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
00:00:01:38,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.461100,0.000000,0.001700,0.001806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.079700,0.079700,0.116300,0.116300,0.012433,0.000000,0.021433,0.000000,0.000074,0.000074,0.064850,0.064850,0.013033,0.013033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000961,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
